,AC,priority,label-val,cluster,max_ident_other,closest_other
110,1QC0_C,False,0,1.0,0.526,354D_A
111,1QC0_D,False,0,1.0,0.6,420D_A
112,1QCU_A,False,0,1.0,0.615,353D_B
113,1QCU_B,False,0,1.0,1.0,1QCU_C
114,1QCU_C,False,0,3.0,1.0,1QCU_B
115,1QCU_D,False,0,1.0,0.615,353D_B
116,1RNA_A,False,0,3.0,1.0,1RNA_B
117,1RNA_B,False,0,1.0,1.0,1RNA_A
118,1RXA_A,False,0,3.0,1.0,1RXB_A
119,1RXB_A,False,0,0.0,1.0,1RXB_B
120,1RXB_B,False,0,1.0,1.0,1RXB_A
121,1SA9_A,False,0,3.0,1.0,1SA9_B
122,1SA9_B,False,0,0.0,1.0,1SA9_C
123,1SA9_C,False,0,1.0,1.0,1SA9_B
124,1SA9_D,False,0,3.0,1.0,1SA9_B
125,1SA9_E,False,0,0.0,1.0,1SA9_C
126,1SDR_A,False,0,1.0,0.5710000000000001,5CNR_B
127,1SDR_B,False,0,3.0,0.615,422D_A
128,1SDR_C,False,0,1.0,0.5710000000000001,5CNR_B
129,1SDR_D,False,0,3.0,0.615,422D_A
130,1T0D_B,False,0,0.0,0.55,4P97_A
131,1T0D_D,False,0,0.0,0.55,4P97_A
132,1T0E_A,False,0,1.0,0.722,3TZR_B
133,1T0E_C,False,0,0.0,0.524,4P97_A
134,1U9S_A,False,0,3.0,0.48,4MEG_B
135,1WVD_A,False,0,0.0,0.517,1LC4_A
136,1WVD_B,False,0,0.0,0.517,1LC4_A
137,1X9C_B,False,0,3.0,0.615,354D_A
138,1X9C_C,False,0,0.0,0.556,1T0E_A
139,1X9C_D,False,0,0.0,0.5710000000000001,5CNR_A
140,1X9K_A,False,0,1.0,0.643,1ZFV_A
141,1X9K_B,False,0,1.0,0.5710000000000001,1MHK_S
142,1X9K_C,False,0,0.0,0.556,1T0E_A
143,1X9K_D,False,0,0.0,0.5710000000000001,5CNR_A
144,1XP7_A,False,0,0.0,0.556,5VCF_A
145,1XP7_B,False,0,0.0,0.556,5VCF_A
146,1XPE_A,False,0,0.0,0.586,4GPW_A
147,1XPE_B,False,0,0.0,0.586,4GPW_A
148,1XPF_A,False,0,0.0,0.517,1LC4_A
149,1XPF_B,False,0,0.0,0.517,1LC4_A
150,1Y26_X,False,0,2.0,0.613,4FEP_B
151,1Y6S_A,False,0,0.0,0.517,1LC4_A
152,1Y6S_B,False,0,0.0,0.517,1LC4_A
153,1Y6T_A,False,0,0.0,0.517,1LC4_A
154,1Y6T_B,False,0,0.0,0.517,1LC4_A
155,1Y73_A,False,0,0.0,0.517,1LC4_A
156,1Y73_B,False,0,0.0,0.517,1LC4_A
157,1Y95_A,False,0,0.0,0.517,1LC4_A
158,1Y95_B,False,0,0.0,0.517,1LC4_A
159,1Y99_A,False,0,0.0,0.517,1LC4_A
160,1Y99_B,False,0,0.0,0.517,1LC4_A
161,1YKQ_A,False,0,1.0,0.615,280D_A
162,1YKQ_B,False,0,1.0,0.5479999999999999,5BJP_E
163,1YKQ_C,False,0,1.0,0.615,280D_A
164,1YKQ_D,False,0,1.0,0.5479999999999999,5BJP_E
165,1YKV_A,False,0,1.0,0.615,280D_A
166,1YKV_B,False,0,1.0,0.5479999999999999,5BJP_E
167,1YKV_C,False,0,1.0,0.615,280D_A
168,1YKV_D,False,0,1.0,0.5479999999999999,5BJP_E
169,1YRJ_A,False,0,4.0,0.542,4J50_A
170,1YRJ_B,False,0,4.0,0.542,4J50_A
171,1Z43_A,False,0,1.0,0.491,2HOK_A
172,1Z7F_A,False,0,2.0,0.632,2OE6_B
173,1Z7F_B,False,0,2.0,0.632,2OE6_B
174,1Z7F_C,False,0,2.0,0.632,2OE6_B
175,1ZEV_A,False,0,1.0,1.0,3GM7_G
176,1ZEV_B,False,0,1.0,1.0,3GM7_G
177,1ZFT_C,False,0,0.0,0.556,1T0E_A
178,1ZFT_D,False,0,0.0,0.5710000000000001,5CNR_A
179,1ZFV_A,False,0,3.0,0.643,1X9K_A
180,1ZFV_B,False,0,3.0,0.5710000000000001,2R22_A
181,1ZFV_C,False,0,0.0,0.556,1T0E_A
182,1ZFV_D,False,0,0.0,0.5710000000000001,5CNR_A
183,1ZFX_A,False,0,3.0,0.643,1X9K_A
184,1ZFX_B,False,0,3.0,0.667,4JRT_A
185,1ZFX_C,False,0,0.0,0.556,1T0E_A
186,1ZFX_D,False,0,0.0,0.5710000000000001,5CNR_A
187,1ZX7_A,False,0,1.0,0.688,3TZR_B
188,1ZX7_B,False,0,0.0,0.6,3IGI_B
189,1ZX7_C,False,0,1.0,0.688,3TZR_B
190,1ZX7_D,False,0,0.0,0.6,3IGI_B
191,1ZX7_E,False,0,1.0,0.688,3TZR_B
192,1ZX7_F,False,0,0.0,0.6,3IGI_B
193,1ZX7_G,False,0,1.0,0.688,3TZR_B
194,1ZX7_H,False,0,0.0,0.6,3IGI_B
195,1ZZ5_A,False,0,1.0,0.688,3TZR_B
196,1ZZ5_B,False,0,0.0,0.6,3IGI_B
197,1ZZ5_C,False,0,1.0,0.688,3TZR_B
198,1ZZ5_D,False,0,0.0,0.6,3IGI_B
199,205D_A,False,0,1.0,0.583,438D_B
200,205D_B,False,0,1.0,0.583,438D_B
201,255D_A,False,0,1.0,0.643,413D_A
202,259D_A,False,0,3.0,1.0,1RXB_A
203,259D_B,False,0,3.0,1.0,1RXB_A
204,280D_A,False,0,3.0,0.615,1YKQ_A
205,280D_B,False,0,3.0,0.615,1YKQ_A
206,280D_C,False,0,3.0,0.615,1YKQ_A
207,280D_D,False,0,3.0,0.615,1YKQ_A
208,283D_A,False,0,2.0,0.667,3NJ6_A
209,299D_A,False,0,3.0,0.6,2D2K_D
210,299D_B,False,0,1.0,0.615,4PHY_B
211,2A04_A,False,0,1.0,0.688,3TZR_B
212,2A04_B,False,0,0.0,0.6,3IGI_B
213,2A04_C,False,0,1.0,0.688,3TZR_B
214,2A04_D,False,0,0.0,0.6,3IGI_B
215,2A43_A,False,0,1.0,0.5,1X9C_C
216,2A64_A,False,0,1.0,0.445,4FAQ_A
217,2B57_A,False,0,1.0,0.613,3LA5_A
218,2B8R_A,False,0,0.0,0.586,4GPW_A
219,2B8R_B,False,0,0.0,0.586,4GPW_A
220,2B8S_A,False,0,0.0,0.517,1LC4_A
221,2B8S_B,False,0,0.0,0.517,1LC4_A
222,2BCY_A,False,0,3.0,0.643,1X9K_A
223,2BCY_C,False,0,0.0,0.556,1T0E_A
224,2BCY_D,False,0,0.0,0.5710000000000001,5CNR_A
225,2BCZ_C,False,0,0.0,0.556,1T0E_A
226,2BCZ_D,False,0,0.0,0.5710000000000001,5CNR_A
227,2BE0_A,False,0,4.0,0.542,1NTA_B
228,2BE0_B,False,0,4.0,0.542,1NTA_B
229,2BEE_A,False,0,4.0,0.542,1NTA_B
230,2BEE_B,False,0,4.0,0.542,1NTA_B
231,2CKY_A,False,0,3.0,0.682,2HOK_A
232,2CKY_B,False,0,3.0,0.682,2HOK_A
233,2D2K_B,False,0,3.0,0.615,354D_A
234,2D2K_C,False,0,0.0,0.556,1T0E_A
235,2D2K_D,False,0,0.0,0.6,1MME_A
236,2D2L_B,False,0,3.0,0.615,354D_A
237,2D2L_C,False,0,0.0,0.556,1T0E_A
238,2EES_A,False,0,1.0,0.618,3LA5_A
239,2EET_A,False,0,1.0,0.618,3LA5_A
240,2EEU_A,False,0,1.0,0.583,4TZX_X
241,2EEV_A,False,0,1.0,0.583,4TZX_X
242,2EEW_A,False,0,1.0,0.6579999999999999,3LA5_A
243,2ESI_A,False,0,4.0,0.542,4J50_A
244,2ESI_B,False,0,4.0,0.542,4J50_A
245,2ESJ_A,False,0,4.0,0.542,1NTA_B
246,2ESJ_B,False,0,4.0,0.542,1NTA_B
247,2ET3_A,False,0,4.0,0.542,1NTA_B
248,2ET3_B,False,0,4.0,0.542,1NTA_B
249,2ET4_A,False,0,4.0,0.542,1NTA_B
250,2ET4_B,False,0,4.0,0.542,1NTA_B
251,2ET5_A,False,0,4.0,0.542,1NTA_B
252,2ET5_B,False,0,4.0,0.542,1NTA_B
253,2ET8_A,False,0,4.0,0.542,1NTA_B
254,2ET8_B,False,0,4.0,0.542,1NTA_B
255,2F4S_A,False,0,4.0,0.565,1NTA_B
256,2F4S_B,False,0,4.0,0.565,1NTA_B
257,2F4T_A,False,0,4.0,0.565,1NTA_B
258,2F4T_B,False,0,4.0,0.542,4J50_A
259,2F4U_A,False,0,4.0,0.565,1NTA_B
260,2F4U_B,False,0,4.0,0.565,1NTA_B
261,2FGP_A,False,0,3.0,0.643,1X9K_A
262,2FGP_C,False,0,0.0,0.556,1T0E_A
263,2FGP_D,False,0,0.0,0.5710000000000001,5CNR_A
264,2FQN_A,False,0,4.0,0.594,6AZ4_A
265,2FQN_B,False,0,4.0,0.594,6AZ4_A
266,2G3S_A,False,0,3.0,0.875,1SA9_B
267,2G3S_B,False,0,3.0,0.875,1SA9_B
268,2G3S_C,False,0,3.0,0.875,1SA9_B
269,2G3S_D,False,0,3.0,0.875,1SA9_B
270,2G3S_E,False,0,3.0,0.875,1SA9_B
271,2G3S_F,False,0,3.0,0.875,1SA9_B
272,2G3S_G,False,0,3.0,0.875,1SA9_B
273,2G3S_H,False,0,3.0,0.875,1SA9_B
274,2G3S_I,False,0,3.0,0.875,1SA9_B
275,2G3S_J,False,0,3.0,0.875,1SA9_B
276,2G5K_A,False,0,4.0,0.594,6AZ4_A
277,2G5K_B,False,0,4.0,0.594,6AZ4_A
278,2G9C_A,False,0,1.0,0.632,3LA5_A
279,2GCV_A,False,0,0.0,0.5770000000000001,6U8F_A
280,2GIS_A,False,0,3.0,0.478,3A3A_A
281,2H0W_A,False,0,0.0,0.5770000000000001,6U8F_A
282,2HO6_A,False,0,0.0,0.556,6U8F_A
283,2HO7_A,False,0,0.0,0.556,6U8F_A
284,2HOK_A,False,0,4.0,0.682,2CKY_A
285,2HOL_A,False,0,4.0,0.682,2CKY_A
286,2HOM_A,False,0,4.0,0.682,2CKY_A
287,2HOO_A,False,0,4.0,0.682,2CKY_A
288,2HOP_A,False,0,4.0,0.682,2CKY_A
289,2IL9_A,False,0,2.0,0.473,1NBS_A
290,2IL9_M,False,0,2.0,0.473,1NBS_A
291,2NOK_A,False,0,2.0,0.541,5BJP_E
292,2NOK_B,False,0,4.0,0.5710000000000001,1T0E_A
293,2NOK_C,False,0,2.0,0.541,5BJP_E
294,2NOK_D,False,0,4.0,0.5710000000000001,1T0E_A
295,2NPY_B,False,0,3.0,0.615,354D_A
296,2NPY_C,False,0,0.0,0.556,1T0E_A
297,2NPY_D,False,0,0.0,0.5710000000000001,5CNR_A
298,2NPZ_A,False,0,3.0,0.643,1X9K_A
299,2NPZ_B,False,0,3.0,0.615,354D_A
300,2NPZ_C,False,0,0.0,0.556,1T0E_A
301,2NPZ_D,False,0,0.0,0.5710000000000001,5CNR_A
302,2O3V_A,False,0,4.0,0.594,6AZ4_A
303,2O3V_B,False,0,4.0,0.594,6AZ4_A
304,2O3W_A,False,0,4.0,0.594,6AZ4_A
305,2O3W_B,False,0,4.0,0.594,6AZ4_A
306,2O3X_A,False,0,4.0,0.542,4J50_A
307,2O3X_B,False,0,4.0,0.542,4J50_A
308,2O3Y_A,False,0,4.0,0.594,6AZ4_A
309,2O3Y_B,False,0,4.0,0.594,6AZ4_A
310,2O44_A,False,0,2.0,0.13699999999999998,1FG0_A
311,2OE5_A,False,0,0.0,0.625,433D_A
312,2OE5_B,False,0,4.0,0.588,283D_A
313,2OE6_A,False,0,0.0,0.565,488D_B
314,2OE6_B,False,0,4.0,0.647,3CGP_B
315,2OE8_A,False,0,0.0,0.565,488D_B
316,2OE8_B,False,0,4.0,0.647,3CGP_B
317,2OIJ_A,False,0,0.0,0.586,4GPW_A
318,2OIJ_B,False,0,0.0,0.586,4GPW_A
319,2OIU_P,False,0,0.0,0.532,3NPN_A
320,2OIU_Q,False,0,0.0,0.532,3NPN_A
321,2OIY_A,False,0,0.0,0.586,4GPW_A
322,2OIY_B,False,0,0.0,0.586,4GPW_A
323,2OJ0_A,False,0,0.0,0.586,4GPW_A
324,2OJ0_B,False,0,0.0,0.586,4GPW_A
325,2OUE_B,False,0,3.0,0.615,354D_A
326,2OUE_C,False,0,0.0,0.556,1T0E_A
327,2OUE_D,False,0,0.0,0.5710000000000001,5CNR_A
328,2P7F_B,False,0,3.0,0.615,354D_A
329,2P7F_C,False,0,0.0,0.556,1T0E_A
330,2P7F_D,False,0,0.0,0.5710000000000001,5CNR_A
331,2PN3_A,False,0,2.0,0.541,5BJP_E
332,2PN4_A,False,0,2.0,0.541,5BJP_E
333,2PN4_C,False,0,2.0,0.541,5BJP_E
334,2PWT_A,False,0,4.0,0.565,1NTA_B
335,2PWT_B,False,0,4.0,0.565,1NTA_B
336,2Q1R_A,False,0,0.0,0.6920000000000001,3CGP_B
337,X,False,0,2.0,0.5,4MEG_B
338,2QEK_A,False,0,0.0,0.556,5VCF_A
339,2QEK_B,False,0,0.0,0.556,5VCF_A
340,2QUW_B,False,0,3.0,0.516,5DH7_A
341,2QUW_D,False,0,3.0,0.516,5DH7_A
342,2QWY_A,False,0,2.0,0.49200000000000005,5DH7_A
343,2QWY_B,False,0,2.0,0.49200000000000005,5DH7_A
344,2QWY_C,False,0,2.0,0.49200000000000005,5DH7_A
345,2R22_A,False,0,0.0,0.5710000000000001,3CGP_B
346,2R22_B,False,0,0.0,0.5710000000000001,3CGP_B
347,2V6W_A,False,0,4.0,0.7140000000000001,4U34_B
348,2V6W_B,False,0,2.0,0.7140000000000001,434D_A
349,2V7R_A,False,0,4.0,0.625,3R1C_B
350,2V7R_B,False,0,0.0,0.625,4E59_A
351,2VAL_A,False,0,2.0,1.0,2VAL_B
352,2VAL_B,False,0,4.0,1.0,2VAL_A
353,2VAL_C,False,0,0.0,1.0,2VAL_D
354,2VAL_D,False,0,2.0,1.0,2VAL_C
355,2VUQ_A,False,0,4.0,0.7140000000000001,2W89_A
356,2VUQ_B,False,0,0.0,0.7140000000000001,2W89_B
357,2W89_A,False,0,1.0,1.0,2W89_C
358,2W89_B,False,0,2.0,1.0,2W89_D
359,2W89_C,False,0,4.0,1.0,2W89_A
360,2W89_D,False,0,0.0,1.0,2W89_B
361,2XNW_A,False,0,1.0,0.632,3LA5_A
362,2XNZ_A,False,0,1.0,0.632,3LA5_A
363,2XO0_A,False,0,1.0,0.632,3LA5_A
364,2XO1_A,False,0,1.0,0.639,4TZX_X
365,2XSL_A,False,0,1.0,1.0,2XSL_C
366,2XSL_B,False,0,2.0,1.0,2XSL_D
367,2XSL_C,False,0,4.0,1.0,2XSL_A
368,2XSL_D,False,0,0.0,1.0,2XSL_B
369,2YDH_A,False,0,3.0,0.45899999999999996,4FRN_A
370,2YGH_A,False,0,3.0,0.496,4FRN_A
371,2ZY6_A,False,0,1.0,0.47600000000000003,6E82_A
372,300D_A,False,0,3.0,0.6,2D2K_D
373,300D_B,False,0,1.0,0.615,4PHY_B
374,301D_A,False,0,3.0,0.6,2D2K_D
375,301D_B,False,0,1.0,0.615,4PHY_B
376,353D_A,False,0,2.0,0.5,1RXB_A
377,353D_B,False,0,4.0,0.615,1QCU_A
378,354D_A,False,0,0.0,0.615,1X9C_B
379,357D_B,False,0,0.0,0.632,1MHK_L
380,357D_C,False,0,1.0,0.515,1NLC_A
381,359D_A,False,0,3.0,0.6,2D2K_D
382,359D_B,False,0,1.0,0.615,4PHY_B
383,361D_A,False,0,2.0,0.591,3SJ2_A
384,361D_B,False,0,2.0,0.591,3SJ2_A
385,364D_B,False,0,0.0,0.632,1MHK_L
386,364D_C,False,0,1.0,0.515,1NLC_A
387,379D_A,False,0,3.0,0.6,2D2K_D
388,379D_B,False,0,1.0,0.615,4PHY_B
389,387D_A,False,0,4.0,0.5670000000000001,6Y0T_A
390,397D_A,False,0,4.0,0.625,3CGS_B
391,397D_B,False,0,1.0,0.6,413D_A
392,3A3A_A,False,0,2.0,0.519,6UFG_B
393,3B31_A,False,0,2.0,0.5329999999999999,7EAG_A
394,3B31_B,False,0,4.0,0.5329999999999999,1F27_B
395,3B4A_A,False,0,0.0,0.536,6U8F_A
396,3B4B_A,False,0,0.0,0.5770000000000001,6U8F_A
397,3B4B_B,False,0,0.0,0.48100000000000004,7JRT_A
398,3B4C_A,False,0,0.0,0.5770000000000001,6U8F_A
399,3B4C_B,False,0,0.0,0.478,7JRT_A
400,3B58_A,False,0,3.0,0.643,1X9K_A
401,3B58_C,False,0,0.0,0.579,5T3K_A
402,3B5A_C,False,0,0.0,0.579,5T3K_A
403,3B5F_A,False,0,3.0,0.643,1X9K_A
404,3B91_A,False,0,3.0,0.643,1X9K_A
405,3BBK_A,False,0,3.0,0.643,1X9K_A
406,3BBK_C,False,0,0.0,0.6,1MME_A
407,3BBM_C,False,0,0.0,0.6,1MME_A
408,3BNL_A,False,0,4.0,0.542,1NTA_B
409,3BNL_B,False,0,4.0,0.542,1NTA_B
410,3BNN_A,False,0,4.0,0.545,488D_B
411,3BNN_B,False,0,4.0,0.545,488D_B
412,3BNN_C,False,0,4.0,0.545,488D_B
413,3BNN_D,False,0,4.0,0.545,488D_B
414,3BNP_A,False,0,4.0,0.583,4PHY_B
415,3BNP_B,False,0,4.0,0.609,4PHY_B
416,A,False,0,2.0,0.722,6UFG_B
417,3C44_A,False,0,0.0,0.556,5VCF_A
418,3C44_B,False,0,0.0,0.556,5VCF_A
419,3CGP_B,False,0,1.0,0.6920000000000001,157D_A
420,3CGQ_B,False,0,1.0,0.6920000000000001,157D_A
421,3CGR_B,False,0,1.0,0.588,4P97_A
422,3CGS_B,False,0,1.0,0.6920000000000001,157D_A
423,3CZW_X,False,0,3.0,0.6,2D2K_D
424,3D0M_X,False,0,3.0,0.6,2D2K_D
425,3D0U_A,False,0,2.0,0.456,1U9S_A
426,3D0X_A,False,0,2.0,0.456,1U9S_A
427,3D2G_A,False,0,3.0,0.682,2HOK_A
428,3D2G_B,False,0,3.0,0.682,2HOK_A
429,3D2V_A,False,0,3.0,0.682,2HOK_A
430,3D2V_B,False,0,3.0,0.682,2HOK_A
431,3D2X_A,False,0,3.0,0.682,2HOK_A
432,3D2X_B,False,0,3.0,0.682,2HOK_A
433,3DIG_X,False,0,2.0,0.45399999999999996,7JRT_A
434,3DIL_A,False,0,2.0,0.45399999999999996,7JRT_A
435,3DIM_A,False,0,2.0,0.45399999999999996,7JRT_A
436,3DIO_X,False,0,2.0,0.45399999999999996,7JRT_A
437,3DIQ_A,False,0,2.0,0.45399999999999996,7JRT_A
438,3DIS_A,False,0,2.0,0.45399999999999996,7JRT_A
439,3DIX_A,False,0,2.0,0.45399999999999996,7JRT_A
440,3DIZ_A,False,0,2.0,0.45399999999999996,7JRT_A
441,3DJ0_A,False,0,2.0,0.45399999999999996,7JRT_A
442,3DJ2_A,False,0,2.0,0.45399999999999996,7JRT_A
443,3DS7_A,False,0,1.0,0.542,4TZX_X
444,3DS7_B,False,0,1.0,0.542,4TZX_X
445,3DVZ_A,False,0,2.0,0.633,1Q93_A
446,3EOG_A,False,0,2.0,0.44,2A64_A
447,3EOG_B,False,0,3.0,1.0,3EOH_B
448,3EOH_A,False,0,2.0,0.44,2A64_A
449,3EOH_B,False,0,4.0,1.0,3EOG_B
450,3F4E_X,False,0,2.0,0.5,2OIU_P
451,3F4E_Y,False,0,2.0,0.46,5EAO_A
452,3F4G_X,False,0,2.0,0.5,2OIU_P
453,3F4G_Y,False,0,2.0,0.46,5EAO_A
454,3F4H_X,False,0,2.0,0.5,2OIU_P
455,3F4H_Y,False,0,2.0,0.46,5EAO_A
456,3FAR_A,False,0,0.0,0.586,4GPW_A
457,3FAR_B,False,0,0.0,0.586,4GPW_A
458,3FO4_A,False,0,1.0,0.63,4TZX_X
459,3FO6_A,False,0,1.0,0.636,3LA5_A
460,3FS0_A,False,0,0.0,0.818,3FTM_A
461,3FS0_B,False,0,1.0,0.615,1MHK_S
462,3FTM_A,False,0,3.0,0.818,3FS0_A
463,3FTM_B,False,0,1.0,0.643,1DUQ_B
464,3FTM_C,False,0,3.0,0.818,3FS0_A
465,3FTM_D,False,0,1.0,0.643,1DUQ_B
466,3FU2_A,False,0,4.0,0.579,3GCA_A
467,3FU2_B,False,0,4.0,0.579,3GCA_A
468,3FU2_C,False,0,4.0,0.579,3GCA_A
469,3G4M_A,False,0,1.0,0.645,3LA5_A
470,3G78_A,False,0,2.0,0.44,2A64_A
471,3G78_Z,False,0,0.0,0.556,3EOG_B
472,3GAO_A,False,0,1.0,0.645,3LA5_A
473,3GCA_A,False,0,0.0,0.579,3K1V_A
474,3GER_A,False,0,1.0,0.645,3LA5_A
475,3GES_A,False,0,1.0,0.632,3LA5_A
476,3GLP_A,False,0,3.0,1.0,3GLP_B
477,3GLP_B,False,0,1.0,1.0,3GLP_A
478,3GLP_C,False,0,3.0,1.0,3GLP_B
479,3GLP_D,False,0,1.0,1.0,3GLP_A
480,3GLP_E,False,0,3.0,1.0,3GLP_B
481,3GM7_G,False,0,4.0,1.0,1ZEV_A
482,3GM7_H,False,0,1.0,1.0,3GM7_G
483,3GOG_A,False,0,1.0,0.618,3LA5_A
484,3GOT_A,False,0,1.0,0.632,3LA5_A
485,3GS1_A,False,0,3.0,0.5329999999999999,3CGR_B
486,3GS1_B,False,0,3.0,0.615,354D_A
